web-scraper-order,web-scraper-start-url,start_scraping,start_scraping-href,image-src,image_labels,REPLACED_LABELS,Ambience attributes,Human/ facial attributes,Objects/ animals,Product attributes,goal,Raised,people,time,updates,updates-href,createdby,today,no of days,shares
1543712377-1325,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/8e4fm-help-me-start-my-business,https://d2g8igdw686xgo.cloudfront.net/30228180_15276195550_r.jpeg,business card font,business  vehicle d font,0.029411765,0.029411765,0.029411765,0.911764706,2000,800,7,Raised by 7 people in 6 months,0,,5/29/18,12/5/18,189,17
1543711988-1179,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/zcehsa-small-business-startup,https://d2g8igdw686xgo.cloudfront.net/31319896_1531603165439326_r.jpeg,eyebrow beauty nose chin forehead hairstyle lip cheek black hair girl, people  beauty  people   people   people   _people style  people   people  black  _people   people ,0.752873563,0.005747126,0.235632184,0.005747126,5000,0,0,Campaign created 4 months ago,0,,7/14/18,12/5/18,143,0
1543713466-1731,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/save-st-john-usvi-small-business,https://d2g8igdw686xgo.cloudfront.net/23738068_1505499215.3595.jpg,advertising recreation,advertising recreation,0.554054054,0.013513514,0.013513514,0.418918919,10000,3960,41,Raised by 41 people in 14 months,   1,https://www.gofundme.com/save-st-john-usvi-small-business#updates,9/9/17,12/5/18,451,252
1543713504-1744,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/flick-back-in-business,https://d2g8igdw686xgo.cloudfront.net/26762356_fb_1515279280.9679_funds.jpg,face eyebrow chin human hair color nose head forehead cheek lip mouth,face  people   people   people   _people  color  people   people   people   people   people  mouth,0.006493506,0.915584416,0.071428571,0.006493506,25000,4255,75,Raised by 75 people in 10 months,   15,https://www.gofundme.com/flick-back-in-business#updates,1/11/18,12/5/18,327,143
1543712165-1249,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/rekrp8-business-funds,https://d2g8igdw686xgo.cloudfront.net/33830438_1539832163413286_r.jpeg,eyewear chin microphone facial hair sunglasses music artist vision care glasses musical instrument singer, glasses   people  microphone  people   _people  sunglasses music artist vision  vehicle e glasses musical instrument singer,0.00877193,0.447368421,0.00877193,0.535087719,150000,0,0,Campaign created 1 month ago,0,,10/17/18,12/5/18,48,0
1543713967-1917,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/help-ms-tess-get-her-business-back,https://d2g8igdw686xgo.cloudfront.net/24785156_1508452980.6753.jpg,mammal product shopkeeper,mammal product shopkeeper,0.455223881,0.529850746,0.007462687,0.007462687,15000,3320,59,Raised by 59 people in 13 months,0,,10/19/17,12/5/18,411,580
1543713661-1804,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/z97yd-get-my-business-back,https://d2g8igdw686xgo.cloudfront.net/32011082_1533821361177878_r.jpeg,bookselling library inventory retail public library antiquarian book librarian,bookselling library inventory retail public library antiquarian book librarian,0.148648649,0.013513514,0.824324324,0.013513514,2540,2096,52,Raised by 52 people in 3 months,   3,https://www.gofundme.com/z97yd-get-my-business-back#updates,8/9/18,12/5/18,117,106
1543711638-1057,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/reed-raider-national-championship,https://d2g8igdw686xgo.cloudfront.net/34904260_1543364632963848_r.jpeg,team sport team sports sport venue gridiron football american football football player ball game tournament competition event,team sport team sports sport venue gridiron football american football football player ball game tournament competition event,0.010638298,0.010638298,0.968085106,0.010638298,42000,5325,62,Raised by 62 people in 4 days,0,,11/27/18,12/5/18,7,1000
1543711516-1014,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/alone-in-the-us-at-18,https://d2g8igdw686xgo.cloudfront.net/31645348_1536792479.8827.jpg,people tree day community youth recreation fun plant girl travel,people tree day community youth recreation fun plant  people  travel,0.008064516,0.975806452,0.008064516,0.008064516,1063,1065,57,Raised by 57 people in 2 months,0,,9/12/18,12/5/18,83,66
1543713154-1618,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/ydwcz-help-save-my-dads-business,https://d2g8igdw686xgo.cloudfront.net/30173590_15278713630_r.jpg,vertebrate plant food tree cuisine dish recreation,vertebrate plant food tree cuisine dish recreation,0.145833333,0.840277778,0.006944444,0.006944444,3000,3130,12,Raised by 12 people in 6 months,   1,https://www.gofundme.com/ydwcz-help-save-my-dads-business#updates,5/26/18,12/5/18,192,71
1543713324-1677,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/enka-sign-fund-for-michael-sanders,https://d2g8igdw686xgo.cloudfront.net/19841438_1492880215.6469.jpg,community energy recreation event tourism tree vehicle,community energy recreation event tourism tree vehicle,0.007462687,0.007462687,0.828358209,0.156716418,5000,6810,93,Raised by 93 people in 19 months,   4,https://www.gofundme.com/enka-sign-fund-for-michael-sanders#updates,4/22/17,12/5/18,591,715
1543712628-1423,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/PoorboyCandy,https://d2g8igdw686xgo.cloudfront.net/22310152_1500263850.0129.jpg,text yellow font line design pattern graphics brand logo angle,text yellow font line design pattern graphics brand logo angle,0.203703704,0.018518519,0.018518519,0.759259259,5000,936,17,Raised by 17 people in 16 months,0,,7/19/17,12/5/18,503,112
1543713841-1871,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/help-austin-local-business-owner-sustain-the-dream,https://d2g8igdw686xgo.cloudfront.net/34815038_1543104725919427_r.jpeg,hair eyewear blond long hair facial hair vision care fashion model performance sunglasses hair coloring, _people   glasses  blond long  _people   people   _people  vision  vehicle e fashion model perfor people ce sunglasses  _people  coloring,0.018518519,0.759259259,0.018518519,0.203703704,4000,900,18,Raised by 18 people in 6 days,0,,11/24/18,12/5/18,10,154
1543713517-1749,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/4p8k960,https://d2g8igdw686xgo.cloudfront.net/25329618_15105549910_r.jpg,nail footwear finger hand leg nail care toe shoe foot girl,nail footwear finger hand leg nail  vehicle e toe shoe foot  people ,0.096491228,0.00877193,0.885964912,0.00877193,3400,1925,25,Raised by 25 people in 12 months,   1,https://www.gofundme.com/4p8k960#updates,11/13/17,12/5/18,386,140
1543711808-1112,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/kimberly-mosley-memorial-fund,https://d2g8igdw686xgo.cloudfront.net/25169212_1509986593.206.jpg,hair red human hair color fashion accessory girl fun smile friendship event product, _people  red  people   _people  color fashion accessory  people  fun  people  friendship event product,0.953125,0.015625,0.015625,0.015625,10000,3560,57,Raised by 57 people in 13 months,   1,https://www.gofundme.com/kimberly-mosley-memorial-fund#updates,11/6/17,12/5/18,393,878
1543713511-1747,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/camp-fire-couple-starting-over-lost-homebusiness,https://d2g8igdw686xgo.cloudfront.net/34690150_1542674433868573_r.jpeg,demolition scrap rubble pollution vehicle disaster construction waste metal,demolition scrap rubble pollution vehicle disaster construction waste metal,0.00877193,0.798245614,0.00877193,0.184210526,25000,3785,23,Raised by 23 people in 11 days,   1,https://www.gofundme.com/camp-fire-couple-starting-over-lost-homebusiness#updates,11/20/18,12/5/18,14,171
1543711930-1157,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/da9z9d-sneaker-business-startup,https://d2g8igdw686xgo.cloudfront.net/29364454_15245283970_r.jpeg,eyewear glasses nose chin eyebrow forehead selfie vision care facial hair sunglasses, glasses  glasses  people   people   people   people  selfie vision  vehicle e  people   _people  sunglasses,0.008064516,0.008064516,0.975806452,0.008064516,1500,0,0,Campaign created 7 months ago,0,,4/23/18,12/5/18,225,0
1543712100-1224,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/19-yrs-old-business-start-up,https://d2g8igdw686xgo.cloudfront.net/34982260_1543641517892651_r.jpeg,mammal text font logo product clip art line area graphics illustration,mammal text font logo product c people  art line area graphics illustration,0.022727273,0.022727273,0.022727273,0.931818182,2000,0,0,Campaign created 19 hours ago,0,,11/30/18,12/5/18,4,0
1543712591-1409,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/5pgflts,https://d2g8igdw686xgo.cloudfront.net/30750416_1529556709727040_r.jpg,motor vehicle vehicle transport car mode of transport automotive tire advertising tire tree brand,motor vehicle vehicle transport  vehicle  mode of transport automotive tire advertising tire tree brand,0.00877193,0.798245614,0.00877193,0.184210526,3000,150,4,Raised by 4 people in 5 months,0,,6/20/18,12/5/18,167,47
1543713134-1611,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/9v2r23-nylf-business-innovation,https://d2g8igdw686xgo.cloudfront.net/28239012_15204699410_r.jpeg,pink t shirt shoulder fun girl,pink t shirt shoulder fun  people ,0.329787234,0.010638298,0.64893617,0.010638298,2800,2030,13,Raised by 13 people in 8 months,0,,3/7/18,12/5/18,272,37
1543712382-1327,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/koepke-family-and-business-recovery,https://d2g8igdw686xgo.cloudfront.net/33758074_1539618218266191_r.jpeg,earthquake earthquake demolition disaster natural disaster rubble scrap waste house roof,earthquake earthquake demolition disaster natural disaster rubble scrap waste house roof,0.006493506,0.006493506,0.980519481,0.006493506,10000,770,5,Raised by 5 people in 1 month,0,,10/15/18,12/5/18,50,9
1543712741-1466,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/lets-get-jane-back-in-business,,#N/A,#N/A,,,,,1130,209,7,Raised by 7 people in 11 months,   3,https://www.gofundme.com/lets-get-jane-back-in-business#updates,12/8/17,12/5/18,361,39
1543713788-1852,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/sean039s-business-dream-needs-you,https://d2g8igdw686xgo.cloudfront.net/32000862_1533776549991364_r.jpeg,carpet flooring product event red carpet, vehicle pet flooring product event red  vehicle pet,,,,,10000,3385,90,Raised by 90 people in 3 months,0,,8/8/18,12/5/18,118,129
1543712158-1246,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/9nucu-business-loss,https://d2g8igdw686xgo.cloudfront.net/29797932_15259900780_r.jpeg,hair man facial hair standing shoulder t shirt male chin lighting arm, _people   people   people   _people  standing shoulder t shirt male  people  lighting arm,,,,,35000,0,0,Campaign created 6 months ago,0,,5/10/18,12/5/18,208,0
1543711861-1132,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/5a9jk-business,https://d2g8igdw686xgo.cloudfront.net/26622278_1514786210.6819.jpg,blue sky cobalt blue atmosphere purple light azure electric blue line freezing,blue sky cobalt blue atmosphere purple light azure electric blue line freezing,,,,,500,0,0,Campaign created 11 months ago,0,,12/31/17,12/5/18,338,0
1543711863-1133,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/money-to-start-up-selling-business,https://d2g8igdw686xgo.cloudfront.net/26811350_1515451444.9419.jpg,text font brass brand,text font brass brand,,,,,1200,0,0,Campaign created 10 months ago,0,,1/8/18,12/5/18,330,0
1543712182-1256,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/afyatamu,https://d2g8igdw686xgo.cloudfront.net/28705616_1522492751.8059.jpg,natural foods fruit juice diet food local food vegetable food superfood produce drink,natural foods fruit juice diet food local food vegetable food superfood produce drink,,,,,127000,13,1,Raised by 1 person in 8 months,0,,3/28/18,12/5/18,251,0
1543712881-1517,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/starting-black-businesses-for-us,https://d2g8igdw686xgo.cloudfront.net/22174176_1499781978.5105.jpg,face text nose black and white head forehead hairstyle chin font jaw,face text  people  black and white  people   people   _people style  people  font jaw,,,,,100000,94,9,Raised by 9 people in 16 months,   6,https://www.gofundme.com/starting-black-businesses-for-us#updates,7/11/17,12/5/18,511,366
1543713775-1847,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/thecharcult,https://d2g8igdw686xgo.cloudfront.net/26733298_1515180720.6752.jpg,white black text footwear black and white font hand drawing design line,white black text footwear black and white font hand drawing design line,,,,,1000,505,12,Raised by 12 people in 11 months,   3,https://www.gofundme.com/thecharcult#updates,1/5/18,12/5/18,333,45
1543713604-1783,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/lost-home-and-business,https://d2g8igdw686xgo.cloudfront.net/33879344_1540101090184462_r.jpeg,earthquake disaster scrap roof house waste natural disaster window,earthquake disaster scrap roof house waste natural disaster window,,,,,5000,4255,43,Raised by 43 people in 1 month,   2,https://www.gofundme.com/lost-home-and-business#updates,10/21/18,12/5/18,44,107
1543711981-1176,https://www.gofundme.com/mvc.php?route=homepage_norma/search&term=business,,https://www.gofundme.com/father-son-food-truck-dream,https://d2g8igdw686xgo.cloudfront.net/31202672_1533318326157125_r.jpeg,land vehicle vehicle motor vehicle car truck recreational vehicle van trailer automotive exterior commercial vehicle,land vehicle vehicle motor vehicle  vehicle  truck recreational vehicle van trailer automotive exterior commercial vehicle,,,,,75000,0,0,Campaign created 4 months ago,0,,8/3/18,12/5/18,123,6
